"productcategory","productname","productimageurl"
"[""Erkek Çocuk"",""Ayakkabı ve Terlik""]","Cırtcırtlı Günlük Ayakkabı","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3055870/M_20181-8S4876Z4-CRP_A.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Pul İşlemeli Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3058626/M_20181-8S5275Z4-031_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kapüşonlu Yağmurluk","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/2936030/M_20181-8S0322Z8-ASE_A.jpg"
"[""Kız Bebek"",""Tişört, Body ve Atlet""]","Kız Bebek Baskılı Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3165692/M_20181-8SK430Z1-373_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Kol Ucu Pul İşlemeli Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3010627/M_20181-8S1628Z8-CVL_Z.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Çiçek Desenli Çizgili Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3008059/M_20181-8S1481Z4-713_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu Mont","https://akcdn3.lcwaikiki.com/ProductImages/20162/1/2518269/M_20162-6K0355Z8-G99_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Uzun Tayt","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3003362/M_20181-8S1258Z4-CVL_B.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","V Yaka Çizgili Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3055407/M_20181-8S4787Z8-448_C.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Desenli Pamuklu Pijama Takımı","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3113944/V3/M_20181-8S8166Z8-G1W_5.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Yaka Detaylı Pamuklu Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3248213/M_20181-8SE695Z8-H7R_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Pul İşlemeli Viskoz Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3156965/M_20181-8SJ265Z8-CVL_A.jpg"
"[""Kız Bebek"",""Yenidoğan""]","Kız Bebek Baskılı Tişört 2'li","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3005474/M_20181-8S1430Z1-JPX_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","İspanyol Kol Puantiyeli Viskon Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3145581/M_20181-8SH938Z8-LQJ_B.jpg"
"[""Kadın"",""Hamile Giyim""]","Çiçek Desenli Viskoz Hamile Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3121495/M_20181-8S9110Z8-674_B.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Kız Baskılı Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3033723/V1/M_20181-8S2678Z4-FDU_5.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Krep Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3196305/M_20181-8SC502Z8-LRF_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Kolları Büzgülü Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3225679/M_20181-8SD610Z8-CVL_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Baskılı Bisiklet Yaka Kısa Kollu Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3127224/V1/M_20181-8S9840Z8-355_A.jpg"
"[""Erkek"",""Spor Giyim""]","Standart Kalıp Jogger Eşofman Altı","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3010141/M_20181-8S1581Z8-KUU_A.jpg"
"[""Erkek"",""Gömlek""]","Uzun Kollu Gabardin Gömlek","http://static.lcwaikiki.com/ProductImages/20181/1/3230777/M_20181-8SD791Z8-CVL_B.jpg"
"[""Kadın"",""Tunik""]","Çiçek Desenli Viskon Tunik","http://akcdn1.lcwaikiki.com/ProductImages/20181/2/3105504/M_20181-8S6753Z8-679_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Bebek Dantelli Patik Çorap 3'lü","https://akcdn3.lcwaikiki.com/ProductImages/20181/5/3127255/M_20181-8S9845Z4-CS3_A.jpg"
"[""Kadın"",""Jean""]","Düz Paça Jean Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3188088/M_20181-8SB876Z8-H45_C.jpg"
"[""Kız Çocuk"",""Elbise""]","Omuzu Açık Püskül ve Ponpon Detaylı Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3073689/V1/M_20181-8S5605Z4-FFB_5.jpg"
"[""Kız Bebek"",""Hırka ve Kazak""]","Kız Bebek Pelüş Astarlı Triko Hırka","https://akcdn2.lcwaikiki.com/ProductImages/20172/5/2679871/M_20172-7K0038Z1-FVB_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Çiçek Nakışlı Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3029051/M_20181-8S2597Z8-CVL_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Hamile Palazzo Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3167221/M_20181-8SK732Z8-CVL_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Skinny Hamile Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3122117/V3/M_20181-8S9258Z8-CVL_5.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Spor Ayakkabı","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3041151/M_20181-8S3091Z8-CVT_A.jpg"
"[""Kız Bebek"",""Ceket ve Yelek""]","Kız Bebek Jean Yelek","http://static.lcwaikiki.com/ProductImages/20181/5/3148211/M_20181-8SI144Z1-311_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3010975/M_20181-8S1684Z8-L5P_A.jpg"
"[""Kadın"",""Spor Giyim""]","Kapüşonlu Fermuarlı Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3177195/M_20181-8SA858Z8-355_A.jpg"
"[""Erkek Çocuk"",""Pantolon""]","Jogger Gabardin Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3136040/M_20181-8SG862Z4-HEF_B.jpg"
"[""Erkek Çocuk"",""Şort ve Roller""]","Lacivert Roller","https://akcdn1.lcwaikiki.com/ProductImages/20171/4/2639309/M_20171-7Y3718Z4-31_B.jpg"
"[""Erkek Çocuk"",""Sweatshirt""]","Baskılı Sweatshirt","https://akcdn1.lcwaikiki.com/ProductImages/20172/4/2882868/M_20172-7K6542Z4-CVL_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Fermuarlı Kapüşonlu Yelek","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2975683/M_20181-8S0737Z4-355_A.jpg"
"[""Erkek Bebek"",""Sweatshirt""]","Harika Kanatlar Baskılı Sweatshirt","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/3164621/M_20172-7KC257Z1-NK3_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Deri Görünümlü Mont","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3011787/M_20181-8S1709Z8-FPZ_A.jpg"
"[""Kız Bebek"",""Sweatshirt""]","Kız Bebek Baskılı Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3165933/M_20181-8SK483Z1-GRQ_A.jpg"
"[""Kadın"",""Elbise""]","Kemerli Kadife Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2936956/M_20172-7KG707Z8-CVL_A.jpg"
"[""Kadın"",""Şort ve Capri""]","Viskon Capri","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3100577/M_20181-8S6543Z8-E1J_C.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Dar Kalıp Jogger Eşofman Altı","https://akcdn1.lcwaikiki.com/ProductImages/20172/4/2757823/M_20172-7K2973Z4-J0F_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Yakası Çiçek Aplikeli Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3026608/M_20181-8S2512Z8-CVL_A.jpg"
"[""Kadın"",""Pantolon""]","Çiçek Desenli Palazzo Pantolon","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3183610/M_20181-8SB466Z8-713_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Püskül Detaylı Taytlı Eşofman Takım","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3025765/V1/M_20181-8S2370Z4-355_B.jpg"
"[""Kız Çocuk"",""Elbise""]","Çiçekli Dantel Elbise","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3075536/M_20181-8S5685Z4-FX2_A.jpg"
"[""Kadın"",""Tunik""]","Çizgili Viskon Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3153809/M_20181-8SI786Z8-030_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Kolları Ponpon Detaylı Baskılı Elbise","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3098087/M_20181-8S6509Z4-FDU_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kısa Trençkot","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3011796/M_20181-8S1711Z8-FPZ_B.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Pijama Takımı","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3113940/V2/M_20181-8S8164Z8-LT4_Z.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Bebek Battaniye","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3056697/M_20181-8S5040Z1-JPW_A.jpg"
"[""Kadın"",""Aksesuar""]","Düz İnce Babet Çorap 2'li","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/2989841/M_20181-8S0958Z8-J5E_A.jpg"
"[""Erkek Çocuk"",""Aksesuar""]","Çizgili Boyunluk","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3091021/M_20181-8S6051Z4-636_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Trençkot","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3011791/M_20181-8S1710Z8-ASE_B.jpg"
"[""Kadın"",""Jean""]","Yüksek Bel Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/2981339/M_20181-8S0818Z8-563_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Hamile Elbise","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3130609/M_20181-8SG213Z8-CVL_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Omuzları Fırfır Detaylı Viskon Bluz","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3205131/M_20181-8SC869Z8-FEW_A.jpg"
"[""Erkek Bebek"",""Şort ve Roller""]","Erkek Bebek Chino Gabardin Bermuda","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3025838/M_20181-8S2378Z1-HEU_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Çiçek Desenli Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3110015/M_20181-8S7550Z8-674_A.jpg"
"[""Kız Çocuk"",""Gömlek, Bluz ve Tunik""]","Volanlı Poplin Gömlek","http://static.lcwaikiki.com/ProductImages/20181/4/3119936/M_20181-8S8887Z4-030_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Bağcıklı Spor Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3017335/M_20181-8S2154Z8-JM6_A.jpg"
"[""Erkek"",""Gömlek""]","Kısa Kollu Oxford Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20181/1/3106688/M_20181-8S7050Z8-D0D_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Jean Elbise","https://akstatic.lcwaikiki.com/ProductImages/20181/4/2925267/M_20181-8S0112Z4-311_B.jpg"
"[""Kadın"",""Spor Giyim""]","Yazı Baskılı Pamuklu Spor Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3119013/V1/M_20181-8S8785Z8-CVL_5.jpg"
"[""Kadın"",""Aksesuar""]","Deri Görünümlü Cüzdan","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3133035/M_20181-8SG534Z8-CT0_A.jpg"
"[""Erkek Çocuk"",""Aksesuar""]","İki Bölmeli Sırt Çantası","http://static.lcwaikiki.com/ProductImages/20181/4/3114634/M_20181-8S8327Z4-CRT_A.jpg"
"[""Kadın"",""Tunik""]","Yakası Çiçek Aplikeli Çizgili Poplin Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3216310/M_20181-8SD346Z8-030_B.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Puantiyeli Pamuklu Pijama Takımı","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3113651/V2/M_20181-8S8087Z8-LEN_5.jpg"
"[""Erkek Çocuk"",""Şort ve Roller""]","Standart Kalıp Jean Roller","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3135247/M_20181-8SG721Z4-507_A.jpg"
"[""Erkek"",""Gömlek""]","Ekose Uzun Kollu Gabardin Gömlek","https://akstatic.lcwaikiki.com/ProductImages/20181/1/2956295/V1/M_20181-8S0476Z8-813_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","V Yaka Kısa Kollu Pamuklu Tişört","https://akstatic.lcwaikiki.com/ProductImages/20171/1/2938017/M_20171-7YD805Z8-KW4_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Skinny Hamile Jean Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3101702/M_20181-8S6659Z8-GRD_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Çiçek Nakışlı Süet Görünümlü Bot","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2814950/M_20172-7K4861Z8-HUC_Z.jpg"
"[""Kadın"",""Tunik""]","Çizgili Çiçek Nakışlı Poplin Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3027911/M_20181-8S2566Z8-LEN_Z.jpg"
"[""Erkek Çocuk"",""Pantolon""]","23 Nisan Standart Kalıp Gabardin Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2957597/M_20181-8S0524Z4-CVL_A.jpg"
"[""Kadın"",""Pantolon""]","İspanyol Paça Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3026435/M_20181-8S2477Z8-E5X_A.jpg"
"[""Kız Çocuk"",""Ayakkabı ve Terlik""]","23 Nisan Fiyonk Detaylı Babet","https://akstatic.lcwaikiki.com/ProductImages/20181/4/2963444/M_20181-8S0557Z4-G8Z_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Baskılı Bisiklet Yaka Kısa Kollu Pamuklu Tişört","http://static.lcwaikiki.com/ProductImages/20181/1/3118991/M_20181-8S8779Z8-L6T_B.jpg"
"[""Kız Çocuk"",""Etek""]","Dantel Detaylı Pamuklu Etek","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3049530/M_20181-8S3958Z4-869_D.jpg"
"[""Yaşam Alanı"",""Kırlent""]","Frozen Kırlent","https://akstatic.lcwaikiki.com/ProductImages/20162/10/2736751/M_20162-7YH589Z4-679_A.jpg"
"[""Erkek Çocuk"",""Şort ve Roller""]","Şort","https://akcdn3.lcwaikiki.com/ProductImages/20171/4/2916829/M_20171-7YC358Z4-672_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Eşofman Takım","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/2983841/M_20181-8S0886Z4-HFH_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Yakası Çiçek Nakışlı Hamile Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3112395/V3/M_20181-8S7867Z8-J2H_5.jpg"
"[""Erkek"",""Sweatshirt""]","Şal Yaka Sweatshirt","https://akstatic.lcwaikiki.com/ProductImages/20181/1/2998833/M_20181-8S1070Z8-839_Z.jpg"
"[""Kadın"",""Jean""]","Boyfriend Jean Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3115229/M_20181-8S8446Z8-507_A.jpg"
"[""Kadın"",""Pantolon""]","Esnek Kumaş Gabardin Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3154223/M_20181-8SI828Z8-A3U_5.jpg"
"[""Erkek Bebek"",""Tulum""]","Erkek Bebek Patikli Tulum 2'li","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3057486/M_20181-8S5179Z1-676_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Parlak Detaylı Spor Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3017313/M_20181-8S2148Z8-E0N_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Dar Kalıp Jogger Eşofman Altı","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3034330/M_20181-8S2831Z4-J2B_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Düz Kolsuz Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3011738/M_20181-8S1702Z8-CVL_A.jpg"
"[""Kız Çocuk"",""Gömlek, Bluz ve Tunik""]","Çiçek Desenli Kolları Volanlı Viskon Bluz","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3057723/V1/M_20181-8S5225Z4-F9C_5.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Dantelli Viskoz Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3116823/M_20181-8S8543Z8-DMQ_B.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Eşofman Altı","https://akcdn2.lcwaikiki.com/ProductImages/20172/4/2935519/M_20172-7KG470Z4-CWN_A.jpg"
"[""Erkek Çocuk"",""Sweatshirt""]","Spiderman Baskılı Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20162/4/2576500/V1/M_20162-6K6156Z4-381_A.jpg"
"[""Genç Kız"",""Tişört, Body ve Atlet""]","Kamuflaj Desenli Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/3/3189530/M_20181-8SC002Z8-708_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Spor Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3151607/M_20181-8SI535Z8-J5E_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Kesik Yaka Detaylı Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3194451/M_20181-8SC383Z8-CVL_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Çizgili Şortlu Pijama Takımı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3114273/M_20181-8S8246Z8-LFY_A.jpg"
"[""Kız Çocuk"",""Hırka ve Kazak""]","Kolları Fırfırlı Çiçekli Hırka","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3048829/V1/M_20181-8S3818Z4-773_5.jpg"
"[""Kadın"",""Hamile Giyim""]","Hamile Gömlek","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3166694/M_20181-8SK627Z8-E5X_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Fiyonk Detaylı Elbise","http://static.lcwaikiki.com/ProductImages/20171/4/2628943/M_20171-7Y2727Z4-FXB_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Çiçek Nakışlı Yırtmaçlı Tüllü Elbise","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3075594/V1/M_20181-8S5687Z4-CVL_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Kapüşonlu Fermuarlı Hırka","https://akstatic.lcwaikiki.com/ProductImages/20172/1/2736778/M_20172-7K1077Z8-355_A.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","23 Nisan Pul İşlemeli Yıldızlı Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/4/2974929/M_20181-8S0725Z4-FFB_A.jpg"
"[""Erkek Çocuk"",""Hırka ve Kazak""]","V Yaka Hırka","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3053501/M_20181-8S4581Z4-LAL_A.jpg"
"[""Yatak Odası"",""Nevresim""]","Çift Kişilik Çift Taraflı Nevresim Takımı","https://akcdn1.lcwaikiki.com/ProductImages/20162/9/3196758/M_20162-8SC531Z8-674_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Hırka","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3052138/M_20172-7KK533Z8-E0N_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Bisiklet Yaka Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20162/1/2538442/M_20162-6K2791Z8-ZT3_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Dantelli Viskoz Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3116823/M_20181-8S8543Z8-DMQ_A.jpg"
"[""Genç Kız"",""Hırka ve Kazak""]","Kapüşonlu Triko Kazak","http://akcdn3.lcwaikiki.com/ProductImages/20181/3/3245905/M_20181-8SE548Z8-D5P_A.jpg"
"[""Genç Kız"",""Elbise""]","Çiçek Desenli Viskoz Elbise","https://akcdn3.lcwaikiki.com/ProductImages/20181/3/3202668/M_20181-8SC794Z8-760_A.jpg"
"[""Erkek Çocuk"",""İç Giyim ve Pijama""]","Külot 6'lı","https://akcdn3.lcwaikiki.com/ProductImages/20171/4/2806558/M_20171-7YK535Z4-FXY_A.jpg"
"[""Kız Çocuk"",""Elbise""]","23 Nisan Dantel Detaylı Tüllü Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2973674/M_20181-8S0659Z4-DHT_A.jpg"
"[""Kadın"",""Tunik""]","Jean Tunik","https://akstatic.lcwaikiki.com/ProductImages/20171/2/2868111/V1/M_20171-7YB006Z8-H45_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Standart Kalıp Eşofman Altı","https://akcdn2.lcwaikiki.com/ProductImages/20162/4/2527200/M_20162-6K1122Z4-G0J_A.jpg"
"[""Kız Bebek"",""Kaban ve Mont""]","Kız Bebek Kapüşonlu İnce Mont","https://akstatic.lcwaikiki.com/ProductImages/20181/5/2924521/M_20181-8S0100Z1-671_A.jpg"
"[""Kız Çocuk"",""Gömlek, Bluz ve Tunik""]","Çiçek Nakışlı Poplin Gömlek","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3031491/V1/M_20181-8S2616Z4-FEX_5.jpg"
"[""Erkek"",""Ceket ve Yelek""]","Jean Ceket","https://akstatic.lcwaikiki.com/ProductImages/20181/1/3048916/M_20181-8S3828Z8-326_C.jpg"
"[""Kız Çocuk"",""Aksesuar""]","Desenli Soket Çorap 4'lü","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3105378/M_20181-8S6722Z4-DTG_B.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Dantelli Viskoz Bluz","http://akcdn1.lcwaikiki.com/ProductImages/20181/2/3116823/V2/M_20181-8S8543Z8-CVL_A.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Kısa Kollu Bisiklet Yaka Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/2935587/M_20181-8S0312Z4-FFB_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Bralet Sütyen","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3147838/M_20181-8SI083Z8-E0N_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Deri Görünümlü Konfor Terlik      ","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3130863/M_20181-8SG253Z8-HUC_A.jpg"
"[""Kadın"",""Tunik""]","Fermuarlı Viskon Tunik","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3183614/M_20181-8SB467Z8-825_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Baskılı Bisiklet Yaka Kısa Kollu Pamuklu Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3051644/M_20181-8S4241Z8-J0F_A.jpg"
"[""Erkek"",""Gömlek""]","Hakim Yaka Uzun Kollu Armürlü Gömlek","http://static.lcwaikiki.com/ProductImages/20181/1/3105740/M_20181-8S6784Z8-CZF_Z.jpg"
"[""Erkek Bebek"",""Eşofman""]","Erkek Bebek Şerit Detaylı Eşofman Altı","https://akcdn3.lcwaikiki.com/ProductImages/20181/5/2973584/M_20181-8S0654Z1-GX8_A.jpg"
"[""Erkek Çocuk"",""Ceket ve Yelek""]","Şişme Yelek","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/2934809/M_20181-8S0289Z4-HQR_A.jpg"
"[""Banyo"",""Bornoz""]","Saç Havlusu","https://akstatic.lcwaikiki.com/ProductImages/20162/7/3145752/M_20162-8SH964Z8-CVR_A.jpg"
"[""Kız Çocuk"",""İç Giyim ve Pijama""]","Yazı Baskılı Pamuklu Pijama Takımı","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/3194615/V1/M_20181-8SC392Z8-FDU_A.jpg"
"[""Erkek"",""Ayakkabı ve Terlik""]","Loafer Ayakkabı","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3122428/M_20181-8S9318Z8-CS6_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Kolları Çiçek Aplikeli Desenli Viskon Bluz","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3014457/M_20181-8S1959Z8-679_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Uzun Tayt","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3003362/M_20181-8S1258Z4-CVL_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Fermuarlı İnce Hırka","https://akcdn3.lcwaikiki.com/ProductImages/20181/1/2932818/V2/M_20181-8S0253Z8-JHE_B.jpg"
"[""Erkek Çocuk"",""Tişört ve Atlet""]","Beyaz Baskılı Normal Bisiklet Yaka Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20171/4/2916775/M_20171-7YC344Z4-JYX_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Parlak Görünümlü Oxford Ayakkabı","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3048687/M_20181-8S3786Z8-GHW_C.jpg"
"[""Kız Çocuk"",""Elbise""]","Fiyonk Detaylı Elbise","http://static.lcwaikiki.com/ProductImages/20171/4/2628943/V1/M_20171-7Y2727Z4-G8U_A.jpg"
"[""Banyo"",""Banyo Paspası""]","Banyo Paspası 2'li","https://akstatic.lcwaikiki.com/ProductImages/20162/7/3184179/M_20162-8SB573Z8-671_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Pijama Takımı","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3112806/V2/M_20181-8S7970Z8-CVL_Z.jpg"
"[""Kadın"",""Hamile Giyim""]","Dantel Detaylı Hamile Pijama Takımı","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3051402/M_20172-7KK453Z8-CVL_A.jpg"
"[""Kadın"",""Elbise""]","Poplin Elbise","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3068602/M_20181-8S5462Z8-CVL_A.jpg"
"[""Erkek Çocuk"",""Jean""]","Standart Kalıp Jean Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2915259/M_20181-8S0022Z4-311_A.jpg"
